Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows
2017-01-25 15:30:00,18.28,28.98,0.083,430.6,499.6
2017-04-18 05:50:00,11.37,75.7,0.085,0.029,0.148
2017-03-21 21:40:00,13.77,80.4,0.08,0.051,0.122
2017-02-26 14:10:00,18.29,49.67,0.086,663.6,59.64
2017-08-04 21:40:00,25.51,83.3,4.909,0.059,0.126
2017-08-18 14:00:00,26.23,67.69,0.066,807.0,66.08
2017-02-11 21:00:00,11.19,80.5,0.073,0.055,0.119
2017-03-06 23:30:00,9.41,83.2,0.076,0.011,0.096
2017-04-12 22:20:00,15.99,86.4,0.07,0.029,0.193
2017-10-16 06:10:00,19.98,88.8,0.262,0.04,0.111
2017-10-11 22:30:00,19.74,74.5,0.075,0.059,0.115
2017-08-07 14:40:00,30.67,51.88,4.906,616.7,165.8
2017-09-05 16:40:00,,65.39,0.31,445.4,59.2
2017-06-25 08:00:00,22.07,72.6,4.916,337.1,304.1
2017-01-08 17:00:00,15.84,65.21,0.076,196.8,227.2
2017-10-06 01:40:00,20.43,69.76,4.92,0.095,0.126
2017-02-23 21:30:00,14.23,73.9,0.082,0.026,0.159
2017-06-27 01:40:00,20.45,90.1,4.914,0.04,0.159
2017-07-20 22:40:00,26.81,53.58,0.068,0.102,0.096
2017-02-22 05:10:00,13.34,,0.082,0.066,0.156
2017-11-06 12:30:00,21.16,70.6,0.07,591.6,623.4
2017-09-02 03:00:00,20.84,58.75,,0.099,0.082
2017-05-07 19:40:00,23.17,46.74,0.08,45.8,50.91
2017-08-31 09:00:00,23.2,65.05,4.92,381.2,35.99
2017-03-11 09:10:00,11.41,76.5,4.918,289.6,58.93
2017-05-03 23:40:00,20.85,68.65,0.078,0.051,0.13
2017-07-19 16:40:00,33.59,32.45,4.912,592.5,69.97
2017-11-19 13:50:00,20.37,63.49,4.921,370.5,148.7
2017-07-04 12:50:00,26.49,71.2,4.927,885.0,206.1
2017-05-28 00:30:00,19.28,83.0,0.073,0.069,0.122
2017-06-05 07:00:00,20.25,88.0,0.065,29.32,23.25
2017-06-05 22:30:00,21.04,86.2,0.072,0.066,0.122
2017-12-07 17:00:00,16.44,55.29,0.085,113.8,142.0
2017-01-12 11:50:00,17.04,74.1,0.076,444.5,116.9
2017-08-16 17:20:00,28.58,46.28,4.906,435.4,45.83
2017-08-26 05:50:00,21.83,87.1,4.92,0.077,0.122
2017-12-05 17:10:00,16.35,43.79,0.087,94.4,122.1
2017-10-14 07:10:00,15.16,85.1,0.095,1.042,0.856
2017-08-28 21:10:00,25.67,81.3,4.92,0.095,0.111
2017-07-11 22:30:00,24.02,69.8,4.911,0.091,0.1
2017-06-25 05:20:00,19.84,82.8,4.916,0.055,0.133
2017-09-03 15:10:00,27.52,36.18,4.926,688.7,72.2
2017-12-06 00:10:00,10.02,70.9,0.088,0.051,0.089
2017-05-15 08:40:00,18.4,76.1,4.916,169.4,142.2
2017-08-20 06:40:00,24.17,93.5,4.919,0.651,0.474
2017-03-31 03:00:00,16.19,82.7,0.085,0.055,0.174
2017-09-01 12:20:00,27.01,46.78,4.922,784.0,66.45
2017-10-29 21:20:00,17.29,83.1,4.925,0.069,0.074
2017-06-28 15:10:00,28.48,45.26,4.921,790.0,99.5
2017-08-04 15:00:00,26.75,74.0,4.903,247.0,184.1
2017-05-28 07:30:00,19.59,77.2,0.078,66.02,53.96
2017-07-17 02:40:00,24.93,84.6,4.93,0.062,0.152
2017-08-23 00:00:00,21.73,53.62,4.919,0.102,0.096
2017-10-18 05:50:00,19.66,73.2,0.131,0.069,0.082
2017-06-18 23:20:00,21.01,81.9,0.065,0.062,0.156
2017-11-13 01:20:00,18.33,68.48,0.069,0.062,0.089
2017-12-15 17:50:00,16.61,57.71,0.083,3.327,3.301
2017-11-19 22:40:00,15.23,67.65,0.08,0.044,0.07
2017-10-03 00:00:00,21.88,61.42,4.925,0.099,0.085
2017-07-28 06:00:00,24.9,60.72,4.907,0.183,0.104
2017-10-05 01:40:00,23.44,61.55,4.921,0.091,0.111
2017-11-12 12:00:00,21.21,61.74,0.069,528.3,71.1
2017-02-01 00:00:00,11.57,66.26,4.915,0.059,0.119
2017-02-14 15:50:00,16.05,58.96,0.091,202.4,200.1
2017-04-14 12:10:00,19.6,66.19,0.076,692.6,
2017-10-07 20:30:00,20.18,50.69,4.919,0.11,0.063
2017-03-01 02:40:00,12.01,86.6,0.092,0.037,0.126
2017-01-25 03:30:00,4.337,80.1,0.087,0.081,0.111
2017-01-13 06:20:00,13.34,85.5,0.073,0.048,0.126
2017-03-16 07:30:00,10.26,84.0,0.085,2.81,2.566
2017-06-07 00:50:00,20.14,89.4,0.067,0.048,0.159
2017-03-23 23:10:00,10.12,68.47,0.085,0.077,0.089
2017-02-22 03:40:00,12.92,73.3,0.082,0.059,0.145
2017-02-27 08:50:00,12.96,75.5,0.08,117.2,113.4
2017-02-16 11:50:00,15.23,61.21,0.084,,320.8
2017-02-18 02:00:00,10.21,90.8,0.073,0.073,0.178
2017-01-19 15:30:00,11.56,61.07,0.082,66.6,69.0
2017-03-21 14:20:00,17.58,57.56,0.082,364.5,289.2
2017-04-03 22:50:00,14.87,84.8,0.074,0.037,0.115
2017-01-02 13:30:00,15.33,59.16,0.076,484.1,43.72
2017-08-18 10:00:00,24.79,66.69,0.068,553.8,84.2
2017-05-25 22:00:00,17.89,83.5,4.916,0.026,0.1
2017-11-16 21:00:00,15.55,75.9,0.07,0.059,0.085
2017-08-05 09:40:00,25.4,86.5,4.908,265.3,173.2
2017-02-07 23:30:00,8.16,89.1,0.072,0.062,0.152
2017-02-01 22:10:00,9.86,58.49,4.92,0.051,0.096
2017-01-18 12:10:00,14.13,47.08,0.081,159.9,158.4
2017-12-13 03:20:00,13.52,55.04,0.08,0.055,0.126
2017-03-22 22:20:00,14.39,78.4,0.078,0.062,
2017-06-27 22:40:00,22.65,82.6,4.917,0.066,0.089
2017-12-05 15:40:00,17.09,44.93,0.087,310.6,252.4
2017-10-17 19:10:00,19.78,82.2,0.083,,0.093
2017-11-24 01:30:00,8.01,78.5,4.915,0.044,0.096
2017-01-26 07:00:00,6.517,81.5,0.082,0.04,0.167
2017-03-08 07:50:00,11.07,80.4,0.077,7.79,7.49
2017-02-21 04:40:00,7.13,89.2,0.084,0.048,0.115
2017-04-02 00:00:00,15.62,85.5,0.07,0.048,0.167
2017-03-26 19:30:00,16.85,67.99,0.082,6.023,5.607
2017-08-28 11:50:00,24.35,91.9,4.922,92.1,69.1
2017-07-01 10:20:00,26.18,50.0,4.924,678.4,128.7
2017-09-24 10:40:00,23.07,75.4,4.916,282.9,225.6
2017-12-07 08:20:00,4.601,86.4,0.085,7.72,7.58
2017-12-16 16:00:00,18.42,58.28,0.082,224.4,108.9
2017-07-15 23:00:00,26.28,81.9,4.909,0.059,0.133
2017-11-23 11:50:00,12.29,57.82,4.923,478.9,45.38
2017-01-23 20:50:00,11.87,70.2,0.087,0.088,0.111
2017-09-26 11:20:00,23.07,67.02,4.919,668.2,48.68
2017-08-18 20:50:00,25.3,67.91,0.067,0.08,0.078
2017-09-04 22:40:00,22.46,77.3,0.266,0.062,0.107
2017-11-14 21:50:00,15.06,84.2,0.072,0.073,0.085
2017-07-12 14:30:00,29.14,63.34,4.908,836.0,82.4
2017-11-13 07:00:00,18.87,63.38,0.07,0.055,0.089
2017-09-10 08:40:00,20.14,76.2,0.335,237.4,87.4
2017-10-05 01:10:00,23.24,62.35,4.918,0.11,0.074
2017-05-17 16:00:00,21.51,67.6,4.919,618.1,580.2
2017-12-08 10:00:00,11.52,57.63,0.084,261.7,29.35
2017-01-09 04:00:00,14.88,,0.075,0.066,0.134
2017-08-23 02:40:00,21.51,57.95,4.913,0.084,0.104
2017-02-06 17:50:00,12.02,41.44,0.083,125.2,146.9
2017-10-02 22:30:00,22.94,67.19,4.921,0.091,0.111
2017-03-01 14:00:00,21.27,52.54,0.086,680.9,39.39
2017-12-02 18:50:00,16.32,58.34,0.081,0.051,0.096
2017-04-21 18:00:00,19.26,70.2,0.079,272.5,290.3
2017-08-17 19:30:00,26.22,55.28,0.071,43.96,45.52
2017-01-29 05:00:00,11.72,69.63,4.916,0.055,0.122
2017-09-24 06:10:00,20.93,74.9,4.917,0.066,0.144
2017-06-15 14:30:00,25.78,37.4,0.071,874.0,45.84
2017-02-23 22:50:00,14.72,62.02,0.077,0.044,0.096
2017-10-20 03:30:00,17.68,89.6,4.925,0.084,0.107
2017-11-17 08:30:00,10.81,78.6,0.082,61.96,41.61
2017-09-23 01:00:00,22.73,43.98,4.918,0.106,0.067
2017-04-04 07:30:00,14.09,90.3,0.07,6.847,6.189
2017-01-15 01:20:00,11.04,87.3,0.082,0.059,0.159
2017-06-01 16:10:00,23.65,58.11,0.069,670.9,64.47
2017-09-17 07:30:00,14.19,77.3,4.917,59.99,54.65
2017-06-07 19:50:00,21.7,76.8,0.069,50.95,46.93
2017-02-18 01:50:00,9.98,90.3,0.076,0.055,0.197
2017-09-15 06:50:00,19.03,67.02,0.308,,0.911
2017-08-10 13:50:00,35.44,28.61,4.908,766.0,243.2
2017-07-15 08:20:00,25.88,78.6,4.915,346.0,312.8
2017-12-06 12:50:00,14.19,55.99,0.089,506.2,37.02
2017-02-28 13:00:00,19.01,45.39,0.082,713.0,119.7
2017-08-21 00:40:00,24.82,81.1,4.925,0.095,0.107
2017-08-28 08:50:00,24.25,92.9,4.924,44.15,33.45
2017-07-28 22:40:00,26.85,47.32,4.909,0.088,0.107
2017-06-26 20:40:00,23.2,83.2,4.922,3.273,2.753
2017-09-18 04:40:00,22.12,70.8,4.912,0.048,0.141
2017-09-22 09:40:00,25.82,38.65,4.921,471.6,127.0
2017-05-08 01:00:00,17.53,71.9,0.08,0.08,0.104
2017-10-31 17:10:00,17.25,72.5,0.079,21.33,18.79
2017-08-08 14:30:00,29.15,71.8,4.905,549.9,312.8
2017-02-15 11:10:00,16.62,64.05,0.08,612.3,404.0
2017-03-30 23:20:00,18.06,73.5,0.08,0.018,0.104
2017-07-07 08:30:00,24.7,63.53,4.924,366.5,338.1
2017-01-17 16:10:00,13.77,46.74,0.084,147.8,162.5
2017-09-02 16:00:00,26.3,43.78,4.936,591.0,53.54
2017-07-02 02:20:00,21.47,79.2,4.92,0.084,0.137
2017-05-24 04:20:00,16.63,78.4,4.92,0.055,0.137
2017-04-23 11:20:00,21.07,57.53,0.085,688.3,158.1
2017-09-27 16:20:00,23.16,72.1,4.922,215.6,178.8
2017-10-19 05:10:00,18.0,93.4,0.094,0.073,0.13
2017-08-21 02:40:00,24.11,82.0,4.919,0.088,0.133
2017-09-19 08:00:00,21.51,88.2,4.91,22.87,19.24
2017-01-13 21:50:00,12.95,85.5,0.069,0.051,0.137
2017-02-24 03:20:00,14.93,69.96,0.082,0.04,0.148
2017-05-02 23:50:00,20.9,51.53,0.08,0.073,0.107
2017-08-14 20:40:00,23.5,52.7,4.906,0.099,0.1
2017-08-27 03:50:00,22.69,90.5,4.918,0.099,0.163
2017-11-01 04:00:00,16.41,58.77,0.085,0.08,0.1
2017-12-02 16:40:00,16.53,63.65,0.083,29.95,28.79
2017-07-20 10:30:00,29.51,50.05,4.907,667.8,128.5
2017-08-22 05:50:00,23.38,57.95,4.921,0.11,0.074
2017-11-22 17:10:00,15.31,53.95,,70.1,86.9
2017-06-08 18:20:00,25.24,53.44,0.071,294.2,300.7
2017-08-26 23:00:00,23.92,86.6,4.916,0.08,0.122
2017-03-21 22:10:00,13.64,80.6,0.081,0.077,0.108
2017-08-04 22:00:00,25.32,84.1,4.901,0.051,0.17
2017-08-30 21:30:00,23.49,69.32,4.92,0.058,0.119
2017-10-23 17:50:00,20.84,74.3,4.918,8.44,7.44
2017-07-04 14:50:00,26.95,70.4,4.924,595.3,254.7
2017-01-30 02:00:00,16.01,61.65,4.915,0.084,0.078
2017-08-09 15:30:00,30.49,63.55,4.906,430.9,232.5
2017-12-13 13:10:00,12.8,55.81,0.078,121.0,123.9
2017-02-02 07:50:00,8.16,72.4,4.912,0.077,0.126
2017-09-22 19:40:00,24.6,42.68,4.933,0.117,0.093
2017-08-11 10:30:00,32.17,19.67,4.904,634.1,116.1
2017-10-07 12:30:00,23.75,38.39,4.919,704.0,48.49
2017-12-21 12:30:00,16.44,64.89,0.101,168.8,175.1
2017-08-03 20:20:00,29.27,49.52,4.906,3.397,2.794
2017-01-09 21:00:00,15.12,75.6,0.076,0.066,0.137
2017-12-29 15:50:00,14.28,43.99,0.079,308.0,63.9
2017-11-18 12:10:00,19.53,69.05,4.919,518.7,71.5
2017-12-22 20:20:00,13.79,82.4,0.079,0.044,0.078
2017-05-31 16:10:00,24.37,59.21,4.924,671.5,57.55
2017-12-30 20:20:00,8.9,63.62,0.076,0.048,0.085
2017-07-12 13:20:00,29.21,64.0,4.908,880.0,83.4
2017-12-17 22:10:00,13.57,83.2,0.081,0.037,0.122
2017-07-18 21:50:00,28.81,32.31,4.919,0.099,0.074
2017-01-09 21:40:00,15.09,77.2,0.072,0.073,0.093
2017-07-09 22:20:00,25.38,53.66,4.917,0.121,0.093
2017-08-26 20:00:00,24.78,80.6,4.922,1.283,1.019
2017-08-26 14:00:00,26.93,67.22,4.947,800.0,71.5
2017-07-25 06:20:00,19.69,63.13,4.908,4.826,3.872
2017-11-16 00:40:00,14.68,81.5,0.079,0.062,0.126
2017-09-01 00:10:00,22.1,74.1,4.915,0.055,0.13
2017-12-03 15:30:00,13.91,76.9,0.079,107.0,108.8
2017-04-15 04:10:00,13.54,85.0,0.086,0.037,0.093
2017-02-27 08:20:00,,74.7,0.079,83.4,82.9
2017-08-09 09:30:00,26.4,86.5,4.905,197.9,143.2
2017-04-26 14:50:00,21.0,43.18,0.085,632.9,154.0
2017-01-24 14:10:00,15.53,31.25,0.09,542.7,610.1
2017-06-18 05:20:00,19.91,83.9,0.069,0.055,0.178
2017-07-21 09:20:00,30.81,31.48,0.078,481.9,130.0
2017-04-25 12:50:00,20.62,59.49,0.083,380.9,247.2
2017-01-28 08:50:00,11.8,50.65,0.086,72.1,51.14
2017-03-13 07:00:00,8.99,87.6,0.089,0.044,0.137
2017-03-03 04:00:00,13.16,87.0,4.91,0.022,0.119
2017-11-17 01:00:00,13.13,,0.089,0.037,0.111
2017-02-23 08:30:00,15.43,57.58,0.08,109.6,111.6
2017-10-26 15:50:00,16.6,88.5,0.084,82.5,70.5
2017-10-16 06:20:00,20.04,88.7,0.256,0.022,0.137
2017-01-18 11:30:00,14.24,48.45,0.081,93.4,94.8
2017-03-17 20:00:00,12.53,80.0,0.074,0.059,0.137
2017-04-08 16:20:00,14.3,89.2,0.07,74.7,67.37
2017-12-07 15:20:00,16.61,53.32,0.084,345.5,62.15
2017-02-19 12:30:00,13.91,70.4,0.074,90.0,89.3
2017-11-06 04:00:00,18.72,80.2,0.068,0.062,0.167
2017-10-05 17:10:00,26.7,52.08,4.924,223.2,58.42
2017-04-11 04:00:00,,86.9,0.072,0.066,0.13
2017-06-08 19:00:00,23.62,63.04,0.071,169.6,172.4
2017-06-20 14:00:00,25.02,62.21,0.07,851.0,87.4
2017-02-15 07:00:00,15.18,64.15,0.082,0.037,0.163
2017-12-08 10:10:00,11.85,57.53,0.082,289.0,33.53
2017-03-08 19:40:00,14.13,,0.075,0.212,0.222
2017-02-14 04:40:00,10.8,73.0,0.084,0.033,0.115
2017-03-13 02:50:00,9.98,85.1,0.087,0.07,0.133
2017-06-04 22:10:00,20.59,85.0,0.066,0.095,0.122
2017-11-23 15:10:00,15.72,52.75,4.917,85.0,83.4
2017-01-25 10:30:00,7.44,67.45,4.917,337.4,353.1
2017-10-23 18:40:00,20.73,75.8,4.92,0.165,0.207
2017-04-06 04:50:00,15.18,69.66,0.075,0.051,0.148
2017-03-14 15:10:00,16.42,68.42,0.072,222.3,200.1
2017-02-26 20:10:00,14.31,69.29,0.083,0.059,0.096
2017-06-15 07:40:00,16.09,67.03,0.079,263.8,256.3
2017-11-16 16:40:00,21.68,60.07,0.072,167.5,185.7
2017-07-26 06:50:00,21.74,60.1,4.905,48.99,42.35
2017-12-26 17:20:00,14.78,58.06,0.079,53.37,55.16
2017-06-17 20:40:00,21.28,82.4,0.069,2.662,2.268
2017-04-06 08:20:00,14.68,72.6,0.074,14.84,13.22
2017-05-12 07:40:00,17.78,89.6,0.069,44.33,36.92
2017-06-26 22:00:00,22.79,84.1,,0.062,0.107
2017-03-30 22:30:00,18.65,68.4,0.081,0.048,0.111
2017-04-21 08:10:00,16.02,92.8,0.065,48.81,43.34
2017-12-17 08:50:00,8.91,86.4,0.084,29.83,16.23
2017-04-25 05:20:00,16.65,73.1,0.081,,0.13
2017-01-12 21:00:00,15.01,83.7,0.073,0.051,0.137
2017-04-14 09:20:00,,83.6,0.086,254.0,210.0
2017-05-23 22:50:00,17.55,68.23,4.927,0.059,0.093
2017-04-13 13:10:00,17.21,80.1,0.073,339.9,300.5
2017-10-29 20:00:00,18.73,78.3,4.921,0.055,0.119
2017-03-21 10:30:00,14.68,74.8,0.078,,124.5
2017-11-03 21:10:00,17.25,83.7,0.065,0.048,0.115
2017-11-06 17:50:00,20.76,69.28,0.073,39.32,17.0
2017-02-28 08:40:00,13.25,62.88,0.088,129.2,130.9
2017-10-04 08:20:00,25.33,47.62,4.923,101.9,66.38
2017-12-22 02:20:00,15.85,76.3,0.072,0.026,0.141
2017-03-08 01:40:00,10.46,84.7,0.076,0.044,0.1
2017-01-15 04:00:00,10.34,88.0,0.083,0.051,0.163
2017-03-28 04:50:00,14.33,82.9,0.085,0.07,0.108
2017-10-05 04:10:00,,,4.918,0.088,0.111
2017-07-19 12:00:00,32.69,39.92,4.909,851.0,60.92
2017-06-30 06:40:00,20.14,84.5,4.913,40.02,32.95
2017-03-13 00:40:00,11.52,81.6,0.084,0.048,0.159
2017-03-16 00:30:00,11.18,73.6,0.088,0.04,0.108
2017-09-25 10:10:00,22.48,75.8,4.917,585.9,235.2
2017-05-09 01:40:00,18.62,84.3,0.076,0.059,0.122
2017-10-24 20:00:00,20.34,76.6,4.914,0.059,0.144
2017-05-09 17:50:00,20.97,75.3,4.927,284.7,288.9
2017-08-12 04:00:00,26.99,32.61,4.908,0.08,0.089
2017-08-05 01:10:00,24.68,84.7,4.908,0.062,0.148
2017-07-06 18:10:00,29.37,60.83,4.921,337.9,336.4
2017-05-25 03:30:00,16.24,86.6,4.921,0.044,0.13
2017-12-10 02:50:00,7.86,84.0,0.083,0.044,0.119
2017-09-28 19:20:00,21.36,76.2,4.927,0.53,0.463
2017-10-15 23:40:00,18.38,84.1,0.172,0.055,0.126
2017-04-19 12:00:00,18.79,59.21,0.076,844.0,53.71
2017-11-03 07:40:00,14.49,85.8,0.082,2.618,2.286
2017-01-13 10:50:00,15.35,82.0,0.069,123.1,125.1
2017-04-14 05:50:00,15.47,85.9,0.081,0.033,0.122
2017-09-16 01:00:00,24.01,51.85,0.318,0.121,0.085
2017-10-18 16:50:00,21.14,83.6,0.11,7.16,6.169
2017-06-13 07:20:00,17.66,62.36,0.082,162.9,153.6
2017-04-18 23:30:00,13.65,66.17,0.082,0.044,0.074
2017-04-06 17:40:00,13.68,84.5,0.07,73.1,66.11
2017-03-13 02:30:00,10.4,85.0,0.088,0.055,0.152
2017-07-08 03:50:00,24.84,50.16,4.916,0.113,0.089
2017-05-18 02:10:00,17.68,86.7,4.917,0.059,0.122
2017-05-30 02:50:00,18.96,84.6,4.924,0.08,0.119
2017-06-05 23:40:00,20.97,86.5,0.069,0.044,0.17
2017-03-22 13:20:00,17.78,70.1,0.075,808.0,240.1
2017-02-07 20:00:00,8.84,83.8,0.076,0.066,0.141
2017-04-05 23:50:00,15.59,69.59,0.073,0.048,0.119
2017-01-19 11:00:00,10.44,70.0,0.087,156.8,159.2
2017-04-19 05:10:00,10.81,78.5,0.079,0.029,0.156
2017-03-18 09:20:00,10.77,84.1,0.08,81.0,74.9
2017-03-29 23:00:00,17.33,74.3,4.906,0.026,0.133
2017-07-17 00:50:00,25.58,84.4,4.919,0.069,0.159
2017-10-31 00:20:00,19.96,81.4,0.07,0.051,0.159
2017-11-16 12:20:00,20.59,53.4,0.073,508.4,94.1
2017-02-04 11:40:00,11.27,66.88,0.082,119.5,123.9
2017-02-08 20:10:00,9.53,85.0,4.916,0.081,0.141
2017-04-13 20:10:00,17.48,79.6,0.084,0.059,0.089
2017-07-27 14:20:00,32.42,41.05,4.905,155.7,157.0
2017-04-08 05:10:00,13.53,90.4,0.069,0.102,0.197
2017-08-14 19:00:00,25.45,40.75,4.91,148.3,168.0
2017-10-10 18:50:00,24.33,52.92,0.091,2.845,2.353
2017-06-06 12:50:00,22.44,79.5,0.068,451.2,334.9
2017-10-24 04:10:00,18.02,81.4,4.914,0.044,0.152
2017-06-28 03:10:00,22.15,71.0,4.918,0.055,0.13
2017-05-02 12:10:00,28.49,31.3,0.078,724.0,238.8
2017-03-06 03:50:00,13.02,72.3,0.085,0.026,0.171
2017-08-06 15:20:00,29.53,67.96,4.906,707.0,159.3
2017-07-02 06:30:00,20.04,80.8,4.916,25.09,20.42
2017-08-04 00:40:00,26.87,49.58,4.905,0.102,0.078
2017-07-30 09:10:00,25.33,66.86,4.904,374.8,150.6
2017-05-13 18:20:00,32.97,18.48,0.08,246.7,243.9
2017-11-24 16:00:00,18.47,42.94,4.917,263.5,40.97
2017-07-19 21:10:00,27.89,53.75,4.914,0.117,0.082
2017-05-03 17:30:00,25.18,36.43,0.081,362.3,345.6
2017-08-08 01:20:00,26.33,84.5,4.908,0.069,0.115
2017-03-27 23:50:00,17.24,75.7,0.081,0.037,0.159
2017-08-25 09:40:00,25.25,64.59,4.914,505.7,54.91
2017-01-04 00:30:00,8.77,82.3,0.075,0.055,0.082
2017-12-12 21:50:00,15.64,52.8,0.083,0.051,
2017-11-19 21:20:00,16.49,66.98,0.082,0.055,0.059
2017-07-30 18:50:00,27.0,53.79,4.91,202.9,218.3
2017-02-11 21:30:00,11.63,80.1,0.076,0.084,0.108
2017-10-09 17:10:00,22.45,69.73,0.069,95.9,84.7
2017-07-18 00:10:00,26.07,50.02,4.925,0.099,0.082
2017-04-08 09:00:00,14.13,89.7,0.064,42.86,38.69
2017-01-21 21:50:00,12.71,63.21,0.078,0.07,0.093
2017-05-06 22:50:00,18.16,70.9,0.085,0.059,0.13
2017-02-15 18:40:00,14.29,,0.082,9.01,9.12
2017-12-19 13:40:00,14.56,72.7,0.082,482.8,49.28
2017-09-12 08:00:00,20.03,72.3,0.291,100.3,44.24
2017-03-25 06:10:00,9.71,61.22,0.087,0.037,0.122
2017-01-26 01:40:00,8.03,78.0,0.083,0.059,0.137
2017-03-03 12:20:00,20.05,57.34,4.919,693.7,58.11
2017-04-14 00:00:00,,84.7,0.085,0.066,0.119
2017-01-08 06:00:00,12.99,72.5,,0.044,0.141
2017-09-06 01:30:00,23.25,69.32,0.253,0.018,0.13
2017-01-02 03:10:00,10.58,78.6,0.075,0.055,0.137
2017-09-12 20:50:00,21.97,56.92,0.272,0.117,0.1
2017-07-30 04:00:00,23.77,59.42,4.905,0.08,0.119
2017-08-08 09:10:00,26.28,89.8,4.911,196.2,143.0
2017-12-26 10:10:00,9.75,79.5,,281.2,137.4
2017-12-25 15:40:00,18.16,47.24,0.078,310.4,63.51
2017-02-15 19:30:00,14.58,68.39,0.082,0.081,0.145
2017-04-28 07:30:00,13.23,78.1,0.079,171.6,164.9
2017-05-24 20:00:00,19.11,71.5,4.922,16.37,12.97
2017-10-12 03:00:00,17.99,80.2,0.079,0.077,0.152
2017-04-01 18:50:00,,80.6,0.071,39.15,36.17
2017-01-13 13:10:00,16.2,75.7,0.073,233.1,237.6
2017-03-17 17:00:00,14.18,75.6,0.073,200.8,186.0
2017-04-12 08:30:00,15.66,88.6,0.08,109.6,99.5
2017-07-03 05:40:00,23.84,87.0,4.913,0.08,0.159
2017-12-07 06:30:00,4.925,86.5,0.085,0.051,0.137
2017-05-24 06:00:00,17.02,78.8,4.924,1.035,0.875
2017-12-12 18:30:00,19.85,28.44,0.087,0.081,0.133
2017-08-04 09:20:00,26.15,74.2,4.906,356.6,190.3
2017-02-24 08:30:00,11.15,68.76,,95.5,96.9
2017-04-05 16:10:00,16.47,69.66,0.074,195.7,185.4
2017-05-13 10:00:00,21.31,77.1,0.084,643.4,596.3
2017-05-10 08:20:00,17.73,86.9,4.913,91.3,77.2
2017-11-11 14:20:00,20.77,61.74,,257.0,161.5
2017-12-28 14:20:00,14.17,40.65,0.078,450.5,54.2
2017-09-13 23:50:00,21.85,65.86,0.286,0.048,0.126
2017-07-09 22:40:00,24.9,55.49,4.918,0.117,0.096
2017-04-12 13:30:00,17.69,81.0,0.073,945.0,909.0
2017-03-29 04:30:00,,61.59,4.92,0.011,0.093
2017-04-06 20:30:00,13.72,84.2,0.071,0.044,0.148
2017-03-07 12:20:00,15.95,69.69,0.088,708.0,67.27
2017-10-13 20:10:00,22.24,60.59,0.084,0.08,0.089
2017-04-13 22:00:00,17.45,80.0,0.081,0.033,0.096
2017-02-28 08:10:00,13.34,62.68,0.088,38.35,37.47
2017-02-15 08:20:00,15.25,63.22,0.082,23.67,23.27
2017-02-01 17:30:00,13.43,43.0,4.918,155.6,191.3
2017-10-21 21:50:00,19.03,85.6,4.92,0.062,0.152
2017-09-12 21:40:00,21.59,58.59,0.269,0.084,0.119
2017-03-29 19:40:00,20.17,62.7,4.922,4.039,3.77
2017-12-11 09:50:00,5.564,94.0,0.08,202.6,66.0
2017-09-26 21:30:00,21.44,74.1,4.919,0.08,0.074
2017-11-17 00:40:00,13.04,77.3,0.091,0.095,0.115
2017-01-25 05:50:00,3.919,80.6,0.088,0.026,0.152
2017-08-26 12:30:00,27.16,64.52,4.923,804.0,65.39
2017-05-12 09:40:00,18.09,88.4,0.072,265.6,220.8
2017-02-27 01:20:00,13.8,64.99,0.084,0.044,0.156
2017-03-24 17:50:00,16.64,27.34,0.091,279.8,313.1
2017-04-01 12:30:00,16.46,80.7,0.073,258.6,230.6
2017-08-29 22:30:00,24.8,89.2,4.918,0.073,0.148
2017-12-16 03:00:00,13.21,82.1,0.087,0.04,0.122
2017-05-14 00:00:00,26.04,35.66,0.08,0.102,0.141
2017-01-30 17:00:00,16.8,74.7,4.916,70.6,72.4
2017-03-26 03:10:00,15.47,57.04,0.08,0.048,0.137
2017-05-22 07:20:00,18.15,78.3,0.069,116.5,102.7
2017-07-08 15:30:00,29.43,59.26,4.912,736.0,96.5
2017-08-13 03:40:00,23.13,49.22,4.905,0.11,0.078
2017-10-30 09:00:00,16.33,86.4,4.916,102.6,80.3
2017-04-02 08:50:00,14.58,90.7,0.074,56.47,50.39
2017-06-01 04:20:00,19.34,87.3,0.075,0.088,0.063
2017-10-26 08:20:00,21.25,58.1,0.084,120.9,45.86
2017-08-16 05:10:00,,64.29,4.911,0.073,0.1
2017-06-02 23:00:00,20.49,86.0,0.066,0.055,0.119
2017-12-06 13:10:00,14.95,52.39,0.088,504.4,38.01
2017-04-16 06:00:00,11.99,87.8,0.082,0.044,0.133
2017-01-27 04:40:00,7.63,86.5,0.091,0.044,0.108
2017-02-11 13:50:00,14.93,63.87,0.076,417.0,363.6
2017-08-25 15:20:00,26.46,66.22,4.919,699.5,79.4
2017-06-25 14:40:00,24.51,68.08,4.924,852.0,53.41
2017-11-20 11:30:00,20.95,48.57,0.081,439.3,130.1
2017-04-07 19:50:00,14.08,84.1,0.068,0.274,0.341
2017-08-07 07:30:00,26.42,63.62,4.903,52.24,40.29
2017-06-09 18:50:00,24.11,61.04,0.072,138.2,126.1
2017-07-31 02:10:00,22.43,68.23,4.906,0.069,0.115
2017-06-28 20:40:00,24.8,68.85,4.918,4.333,3.72
